,input_string,formatted_address,latitude,longitude,accuracy,google_place_id,type,status
6469,"23 KILNAMANAGH RD, WALKINSTOWN, DUBLIN 12,Dublin,Ireland","23 Kilnamanagh Rd, Walkinstown, Dublin 12, D12 Y9WC, Ireland",53.32024,-6.3337059,ROOFTOP,ChIJOasCBpAMZ0gR7PeoOTTJ6CE,street_address,OK
6470,"DOONSALLA, 88 GRANVILLE RD, DUN LAOGHAIRE,Dublin,Ireland","Doonsalla, Granville Rd, Glenageary, Dublin, Ireland",53.2613981,-6.1409559,ROOFTOP,ChIJUwyv9nYIZ0gRZWRYZazfsQE,premise,OK
6471,"13 CLIFTONVILLE RD, GLASNEVIN, DUBLIN 9,Dublin,Ireland","H-Line House, 13 Cliftonville Rd, Botanic, Dublin 9, D09 Y2R2, Ireland",53.3691673,-6.267939999999999,ROOFTOP,ChIJ24OiJncOZ0gRY_20J9R8Sds,street_address,OK
6472,"2 Dodderbrook Green, Dodderbrook, Oldcourt Road,Dublin,Ireland","2 Dodderbrook Green, Oldcourt, Co. Dublin, Ireland",53.2687612,-6.3408926,RANGE_INTERPOLATED,EjIyIERvZGRlcmJyb29rIEdyZWVuLCBPbGRjb3VydCwgQ28uIER1YmxpbiwgSXJlbGFuZCIwEi4KFAoSCdVNLS4hC2dIEfszFWbBgwnyEAIqFAoSCeMimzohC2dIEW7_IQ0PwSzq,street_address,OK
6473,"32 GREEN ISLE COURT, CLONDALKIN, DUBLIN 22,Dublin,Ireland","Green Isle Court, Buckandhounds, Dublin 22, Ireland",53.3102179,-6.403986,ROOFTOP,ChIJY4U912BzZ0gRB04uIjZfcpc,premise,OK
6474,"55 MERIDIN COURT, ROYAL CANNEL PARK, DUBLIN 15,Dublin,Ireland","Apartment 139, Meridian Court, Spindrift Ave, Royal Canal Park, Dublin 15, Ireland",53.3768362,-6.3110579,ROOFTOP,ChIJt-JhdJYNZ0gRRM7LlAir3u4,premise,OK
6475,"18 MILLMOUNT, AVE DUBLIN 9, DUBLIN 9,Dublin,Ireland","18 Millmount Ave, Drumcondra, Dublin 9, D09 H3K8, Ireland",53.3690966,-6.2562085,ROOFTOP,ChIJB6dRp28OZ0gRFOoAkkAtBAY,premise,OK
6476,"15 JAMES COURT, ECHLIN ST, DUBLIN 8,Dublin,Ireland","Echlin St & St James's Ct, Saint James' (part of Phoenix Park), Dublin, Ireland",53.34306249999999,-6.2883584,GEOMETRIC_CENTER,Ek9FY2hsaW4gU3QgJiBTdCBKYW1lcydzIEN0LCBTYWludCBKYW1lcycgKHBhcnQgb2YgUGhvZW5peCBQYXJrKSwgRHVibGluLCBJcmVsYW5kImYiZAoUChIJs7ntGzoMZ0gRMPm4ioEuBWUSFAoSCbO57Rs6DGdIETD5uIqBLgVlGhQKEgkLb9UbOgxnSBFAppblU_IHPxoUChIJ54ry8zkMZ0gRfig4kc9iW5QiCg1hgcsfFQB5QPw,intersection,OK
6477,"10 THE DRIVE, MILLBROOK LAWNS, TALLAGHT,Dublin,Ireland","10 The Drive, Millbrook Lawns, Dublin 24, D24 HT9V, Ireland",53.2820224,-6.3564769,ROOFTOP,ChIJ85DVwjYLZ0gRWbziAE9ESeA,street_address,OK
6478,"4 CHAPEL FARM TERRACE, LUSK, COUNTY DUBLIN,Dublin,Ireland","4 Chapel Farm Terrace, Lusk, Co. Dublin, K45 P786, Ireland",53.5218395,-6.1719041,ROOFTOP,ChIJ4R5NTcYZZ0gRWrddUaSLRgw,street_address,OK
6479,"34 PARKGATE ST, APT 3, DUBLIN 8,Dublin,Ireland","Apartment 3, 34 Parkgate St, Stoneybatter, Dublin, D08 VW92, Ireland",53.3482076,-6.2942469,ROOFTOP,ChIJmXizZTYMZ0gRMqg7luysWKc,subpremise,OK
6480,"30 CUL NA GREINE, OLD BAWN, TALLAGHT DUBLIN 24,Dublin,Ireland","30 Cúl Na Gréine, Oldbawn, Dublin 24, D24 VX5W, Ireland",53.27951789999999,-6.3690317,ROOFTOP,ChIJcfr4h8x0Z0gReY-iORiuDeg,street_address,OK
6481,"11 THE OAKS, ELMFIELD, LEOPARDSTOWN,Dublin,Ireland","Ballyogan Rd, Sandyford, Dublin, Co. Dublin, Ireland",53.26090749999999,-6.2065036,GEOMETRIC_CENTER,ChIJt8_YuqAJZ0gREQjwSIX4MFM,"establishment,point_of_interest",OK
6482,"APT 1, ROEBUCK LAWN, CLONSKEAGH DUBLIN 14,Dublin,Ireland","1 Roebuck Lawn, Farranboley, Dublin 14, D14 H5W7, Ireland",53.3040139,-6.2429619,ROOFTOP,ChIJ1TZFk08JZ0gRKa_sE6JMOrM,premise,OK
6483,"20 SHANTALLA DR, SANTRY, DUBLIN 9,Dublin,Ireland","20 Shantalla Dr, Beaumont, Dublin, D09 X027, Ireland",53.3867785,-6.2358763,ROOFTOP,ChIJj-LPeToOZ0gR4GLkhd6UdyM,premise,OK
6484,"2 WESLEY HEIGHTS, DUNDRUM, SANDYFORD RD DUBLIN 16,Dublin,Ireland","2 Wesley Heights, Dundrum, Dublin 16, D16 WD96, Ireland",53.2778685,-6.2371067,ROOFTOP,ChIJx7TRlHAJZ0gRPsnUIlGNctc,premise,OK
6485,"46 WOODVIEW, MOUNT MERRION AVE, BLACKROCK,Dublin,Ireland","46 Woodview, Blackrock, Dublin, Ireland",53.300418,-6.1886511,RANGE_INTERPOLATED,Eic0NiBXb29kdmlldywgQmxhY2tyb2NrLCBEdWJsaW4sIElyZWxhbmQiMBIuChQKEgkJjoKu3AhnSBGeBVQH6YBURBAuKhQKEgmh6Xiu3AhnSBFB0mDdnXYo5g,street_address,OK
6486,"35 APTS NEW SESKIN COURT, WHITESTOWN WAY, TALLAGHT,Dublin,Ireland","Whitestown Way, Tallaght, Dublin, Ireland",53.280468,-6.3744526,GEOMETRIC_CENTER,ChIJVzzmX850Z0gRwKDFCWDm3a8,route,OK
6487,"39 BEECH HILL AVE, DONNYBROOK, DUBLIN 4,Dublin,Ireland","39 Beech Hill Ave, Dublin 4, D04 V0Y6, Ireland",53.315803,-6.2339723,ROOFTOP,ChIJt_hDZ7UOZ0gRdxYnTnPmugc,street_address,OK
6488,"3 Parkside Court, Parkside, Malahide Road,Dublin,Ireland","3 Parkside Ct, Donaghmede, Dublin 13, D13 EP0Y, Ireland",53.4061855,-6.169044299999999,ROOFTOP,ChIJ3fNMmqoaZ0gRmcbz4tiNyS8,street_address,OK
6489,"20 GRANGE VIEW LAWNS, CLONDALKIN, DUBLIN 22,Dublin,Ireland","20 Grange View Lawn, Deansrath, Dublin 22, D22 E273, Ireland",53.32307460000001,-6.429113,ROOFTOP,ChIJKdgPB3VzZ0gR1fmpFVHmEgc,street_address,OK
6490,"Apt 42 New Bancroft Centre, Main Street, Tallaght,Dublin,Ireland","New Bancroft Center, Bancroft Rd, Tallaght, Dublin 24, D24 V04C, Ireland",53.28699,-6.3594059,GEOMETRIC_CENTER,ChIJX9EP7EkLZ0gRR3ypB_mL32w,"establishment,point_of_interest",OK
6491,"62 STANNAWAY ROAD, CRUMLIN, DUBLIN 12,Dublin,Ireland","62 Stannaway Rd, Crumlin, Dublin 12, D12 F2P1, Ireland",53.3213887,-6.2971116,ROOFTOP,ChIJARmDBXIMZ0gROG_qbp1GplM,street_address,OK
6492,"10 STRATTON CLOSE, ADAMSTOWN SQUARE, ADAMSTOWN,Dublin,Ireland","10 Stratton Cl, Finnstown, Lucan, Co. Dublin, K78 V098, Ireland",53.3393137,-6.4679615,ROOFTOP,ChIJ7Z93eclzZ0gReuitKQ-FNtg,street_address,OK
6493,"8 Parkside Square, Malahide Road,Dublin,Ireland","Malahide Rd, Dublin, Ireland",53.3905103,-6.1979019,GEOMETRIC_CENTER,EhxNYWxhaGlkZSBSZCwgRHVibGluLCBJcmVsYW5kIi4qLAoUChIJb4YkWt8PZ0gRJkq4vAlfx-4SFAoSCS-sJ-qADmdIEaBxMZepxwAK,route,OK
6494,"92 CRINKEN GLEN, MOUNTAIN VIEW, SHANKILL,Dublin,Ireland","Mountain View, Dublin, Ireland",53.2273538,-6.1284937,GEOMETRIC_CENTER,Eh5Nb3VudGFpbiBWaWV3LCBEdWJsaW4sIElyZWxhbmQiLiosChQKEgm9aR83B6hnSBESFVNXxlhHRBIUChIJoz25FQeoZ0gRItIN_oPEmto,route,OK
6495,"10 PROSPECT GROVE, STOCKING LANE, RATHFARNHAM DUBLIN 16,Dublin,Ireland","16 Stocking Ln, Rathfarnham, Dublin, Ireland",53.2717578,-6.3045018,GEOMETRIC_CENTER,ChIJsZRiMqoLZ0gRPZll3e5b1Hs,premise,OK
6496,"73 LALLY RD, BALLYFERMOT, DUBLIN,Dublin,Ireland","73 Lally Rd, Kilmainham, Dublin 10, D10 KD86, Ireland",53.3420917,-6.3336298,ROOFTOP,ChIJqwmre_oMZ0gRYFxoiLNANp0,street_address,OK
6497,"10 Dalkey Manor, Killiney Road, Killiney,Dublin,Ireland","10 Dalkey Manor, Dalkey, Co. Dublin, A96 N7E2, Ireland",53.27120379999999,-6.116764600000001,ROOFTOP,ChIJ3Zf8XMkHZ0gR_J4NI_Dug8E,premise,OK
6498,"86 HAMPTON GREEN, BALBRIGGAN, DUBLIN,Dublin,Ireland","86 Hampton Green, Balbriggan, Co. Dublin, K32 HW25, Ireland",53.6068137,-6.174767999999999,ROOFTOP,ChIJmdX1Ru4iZ0gROjpOqaBQzDc,street_address,OK
6499,"Apartment 95, Northbank, Castleforbes Road Upper Sheriff St,Dublin,Ireland","North Bank, Sheriff Street Upper, Dublin Docklands, Dublin 1, Ireland",53.34977809999999,-6.2325154,ROOFTOP,ChIJudU8dfEOZ0gR567o4v7V6xU,subpremise,OK
6500,"47 WOODBANK, DUBLIN ROAD, SHANKILL,Dublin,Ireland","Woodbank, Dublin Rd, Shankill, Dublin 18, Ireland",53.23695069999999,-6.1277899,ROOFTOP,ChIJUT0g9_4HZ0gR094_OWX9nng,premise,OK
6501,"41 WATERSIDE PARK, WATERSIDE, SWORDS RD,Dublin,Ireland","41 Waterside Park, Waterside, Malahide, Co. Dublin, K36 WV70, Ireland",53.4505618,-6.199917999999999,ROOFTOP,ChIJld1NQ4kQZ0gROsKmfpOWmo4,street_address,OK
6502,"106 HAMPTON WOOD AVE, ST MARGARETS RD, FINGLAS DUBLIN 11,Dublin,Ireland","11 Hampton Wood Dr, Hampton Wood, Finglas, Dublin 11, D11 TXN2, Ireland",53.40553,-6.2844946,ROOFTOP,ChIJ0UjdXZMTZ0gRZWngSE7il40,street_address,OK
6503,"14 ANNAMOE DR, CABRA, DUBLIN 7,Dublin,Ireland","14 Annamoe Dr, Cabra East, Dublin 7, D07 E620, Ireland",53.3590962,-6.28649,ROOFTOP,ChIJeSBq7c0NZ0gRWg1njvVcBRE,street_address,OK
6504,"14 VERVILLE COURT, VERNON AVE, CLONTARF DUBLIN 3,Dublin,Ireland","14 Verville Ct, Clontarf, Dublin, Ireland",53.36925960000001,-6.198525699999999,RANGE_INTERPOLATED,EikxNCBWZXJ2aWxsZSBDdCwgQ2xvbnRhcmYsIER1YmxpbiwgSXJlbGFuZCIwEi4KFAoSCZ-EXMekD2dIEQ8umdhPFyL4EA4qFAoSCQO7f7ekD2dIEQgv9tpljkxP,street_address,OK
6505,"25 RUTLAND GROVE, CRUMLIN, DUBLIN 12,Dublin,Ireland","25 Rutland Grove, Crumlin, Dublin 12, D12 N7Y2, Ireland",53.3243654,-6.2889971,ROOFTOP,ChIJjV5W5RIMZ0gRDmJ5gIqqYr8,street_address,OK
6506,"272 HAROLDS CROSS ROAD, HAROLD'S CROSS, DUBLIN 6W,Dublin,Ireland","272 Harold's Cross Rd, Harold's Cross, Terenure, Dublin 6W, Co. Dublin, D6W YX64, Ireland",53.3204897,-6.279113499999999,ROOFTOP,ChIJhSfRpQ8MZ0gRKkL39ysxgS0,street_address,OK
6507,"38 The Lawn, Hansfield Wood, Hansfield,Dublin,Ireland","38 The Lawn, Barberstown, Dublin, D15 F89C, Ireland",53.3896531,-6.433017,ROOFTOP,ChIJF_tbTp1yZ0gR75eYNAT_Q68,street_address,OK
6508,"1 GLENAULIN PARK, CHAPELIZOD, DUBLIN 20,Dublin,Ireland","1 Glenaulin Park, Chapelizod, Dublin 20, D20 FH94, Ireland",53.3526322,-6.3547161,ROOFTOP,ChIJXYloHyANZ0gRz_8Pj9Lsy04,street_address,OK
6509,"7 BELARMINE PLACE, NEWTOWN LITTLE, STEPASIDE DUBLIN 18,Dublin,Ireland","Newtown Little, Dublin, Ireland",53.3026408,-6.2667569,APPROXIMATE,ChIJK80Rw-ILZ0gREq-9GajHACY,"neighborhood,political",OK
6510,"30 The Lawn, Hansfield Wood, Hansfield,Dublin,Ireland","30 The Lawn, Clonsilla, Dublin, D15 EPR9, Ireland",53.389698,-6.432575,ROOFTOP,ChIJ6ywQRZ1yZ0gRsqvkdtjDGaQ,street_address,OK
6511,"58 WHATLEY PLACE, KILMACUD RD UPPER, STILLORGAN,Dublin,Ireland","58 Whatley Pl, Kilmacud, Dublin, Ireland",53.2865998,-6.2097395,RANGE_INTERPOLATED,Eig1OCBXaGF0bGV5IFBsLCBLaWxtYWN1ZCwgRHVibGluLCBJcmVsYW5kIjASLgoUChIJIwg5ThoJZ0gRGymX0kITbH0QOioUChIJV39JqxsJZ0gRARD8PfiCwUI,street_address,OK
6512,"11 CARRICKBRACK HEATH, SUTTON, DUBLIN 13,Dublin,Ireland","11 Carrickbrack Heath, Howth Demesne, Dublin 13, D13 Y0X5, Ireland",53.3813216,-6.0993425,ROOFTOP,ChIJJTDTo-YEZ0gRrUj1X-cPK0w,premise,OK
6513,"APT 35, CATHERINES CLOSE, CARMEN HALL DUBLIN 8,Dublin,Ireland","Apartment 2, Catherine's Close, Carman's Hall, The Liberties, Dublin 8, Ireland",53.3406987,-6.2769377,ROOFTOP,ChIJj_nbXCQMZ0gR0-7jZlFHIl8,premise,OK
6514,"43 CROMCASTLE DRIVE, KILMORE WEST, COOLOCK,Dublin,Ireland","43 Cromcastle Dr, Kilmore, Dublin 5, D05 XN52, Ireland",53.3941239,-6.217393899999999,ROOFTOP,ChIJhcegztMPZ0gRMoyzkUxwCI8,street_address,OK
6515,"8 BLACKWOOD PARK, ONGAR, DUBLIN 15,Dublin,Ireland","8 Blackwood Park, Ongar Chase, Dublin, D15 P2R8, Ireland",53.3944126,-6.4452313,ROOFTOP,ChIJpZVm2H5tZ0gRXStEyuAr1Lw,premise,OK
6516,"140 THE KISH, CUSTOM HOUSE HARBOUR, IFSC,Dublin,Ireland","The Kish, Coliemore Rd, Dalkey, Co. Dublin, Ireland",53.2759234,-6.0946273,ROOFTOP,ChIJm3Yp_KwHZ0gRgfPpOwUEVic,premise,OK
6517,"12 ABBY WELL, CHAPEL RD, MALAHIDE,Dublin,Ireland","12 Abby Well, Kinsealy, Co. Dublin, K36 CX59, Ireland",53.4251416,-6.173776,ROOFTOP,ChIJ319kCKAaZ0gRrle4t02oIOw,street_address,OK
6518,"24 TULLYHALL GREEN, LUCAN, DUBLIN,Dublin,Ireland","24 Tullyhall Green, Esker South, Lucan, Co. Dublin, K78 HD62, Ireland",53.3367361,-6.4435351,ROOFTOP,ChIJ2UKnRq9zZ0gR8XCm_E3IoDU,street_address,OK
6519,"6 TERENURE COURT, TERENURE RD WEST, DUBLIN 6W,Dublin,Ireland","Terenure Court, Terenure Rd W, Terenure, Dublin 6W, Co. Dublin, Ireland",53.3101971,-6.2874197,ROOFTOP,ChIJ4dMHOPULZ0gR39VacnLcPKw,premise,OK
6520,"32 ABBEYWOOD CRESCENT, LUCAN, DUBLIN,Dublin,Ireland","32 Abbeywood Cres, Balgaddy, Lucan, Co. Dublin, K78 NA49, Ireland",53.3440829,-6.4234145,ROOFTOP,ChIJ2351MQNzZ0gRodTYOCc9SRs,street_address,OK
6521,"40 THE WAXWORKS, RATHBOURNE, ASHTOWN DUBLIN 15,Dublin,Ireland","Ashtown, Dublin, Ireland",53.3764364,-6.3325759,GEOMETRIC_CENTER,ChIJLYOBZXUNZ0gRvrxwzYkKLAI,"establishment,point_of_interest",OK
6522,"22 ARDEE STREET, DUBLIN 8,Dublin,Ireland","22 Ardee St, Watkin's Square, The Liberties, Dublin 8, D08 K2P1, Ireland",53.3392218,-6.2797889,ROOFTOP,ChIJZST0oCQMZ0gRQScb1G-YloI,street_address,OK
6523,"128 BALLYFERMOT DR, BALLYFERMOT, DUBLIN 10,Dublin,Ireland","128 Ballyfermot Dr, Kylemore, Dublin 10, D10 P642, Ireland",53.3393957,-6.354015599999999,ROOFTOP,ChIJqf7O3MIMZ0gRwF8KihNKjT4,street_address,OK
6524,"20 RICHMOND HALL, MOUNT ST ANNES, MILLTOWN DUBLIN 6,Dublin,Ireland","Apartment 23, Richmond Hall, Milltown Ave, Mount St Annes, Dublin 6, Ireland",53.3115056,-6.2492784,ROOFTOP,ChIJay_R-lIJZ0gRJhKUyuKm73I,premise,OK
6525,"44 QUINNS RD, SHANKILL, DUBLIN,Dublin,Ireland","44 Quinn's Rd, Shankill, Dublin, D18 Y597, Ireland",53.2297576,-6.1201639,ROOFTOP,ChIJv3v2ogOoZ0gR85BJzpj8yW4,street_address,OK
6526,"44 BALLSBRIDGE WOODS, SHELBOURNE ROAD, BALLSBRIDGE,Dublin,Ireland","Ballsbridge Wood, Shelbourne Rd, Ballsbridge, Dublin 4, Ireland",53.3325578,-6.230142,ROOFTOP,ChIJ856G2MMOZ0gRHM0thua9_yY,premise,OK
6527,"24 RIVERWOOD DALE, CASTLEKNOCK, DUBLIN 15,Dublin,Ireland","Castleknock, Dublin, Ireland",53.37192150000001,-6.358486800000001,APPROXIMATE,ChIJ8WvIpz4NZ0gRwBZeMuaIvPU,"neighborhood,political",OK
6528,"Apt 47 Abbot Court  Cualanor, Upper Glenageary Road, Dun Laoghaire,Dublin,Ireland","Abbot Court, Dún Laoghaire, Co. Contae Bhaile Átha Cliath, Ireland",53.2830319,-6.141126,ROOFTOP,ChIJU_SfwikGZ0gRMs7JXOksmeQ,premise,OK
6529,"20 OAKLANDS PARK, SWORDS, DUBLIN,Dublin,Ireland","20 Oaklands Park, Swords Demesne, Swords, Co. Dublin, K67 F290, Ireland",53.45748990000001,-6.217863899999999,ROOFTOP,ChIJ4z5Sa-4QZ0gRpVKgbd0mtDY,street_address,OK
6530,"8 Stratton Lawn, Adamstown Square, Adamstown,Dublin,Ireland","8 Stratton Lawn, Adamstown, Lucan, Co. Dublin, K78 R6Y8, Ireland",53.3383528,-6.466441199999999,ROOFTOP,ChIJH6SsvMlzZ0gRYJmaw9W0Z7A,street_address,OK
6531,"6 Ballygossan Park, Golf Links Road, Skerries,Dublin,Ireland","6 Ballygossan Park, Hacketstown, Skerries, Co. Dublin, K34 NN82, Ireland",53.5687218,-6.110601600000001,ROOFTOP,ChIJ56ov57oYZ0gRee5Cgz8X5po,street_address,OK
6532,"Apt 6 Abbot Court  Cualanor, Upper Glenageary Road, Dun Laoghaire,Dublin,Ireland","Abbot Court, Dún Laoghaire, Co. Contae Bhaile Átha Cliath, Ireland",53.2830319,-6.141126,ROOFTOP,ChIJU_SfwikGZ0gRMs7JXOksmeQ,premise,OK
6533,"31 DONNYBROOK CASTLE, DONNYBROOK, DUBLIN 4,Dublin,Ireland","4 Donnybrook Castle, Dublin, Ireland",53.316852,-6.23105,ROOFTOP,ChIJD24I-soOZ0gR-n48do74Vlg,street_address,OK
6534,"11 Stratton Close, Adamstown Square, Adamstown,Dublin,Ireland","11 Stratton Cl, Adamstown, Lucan, Co. Dublin, Ireland",53.3390296,-6.4678033,RANGE_INTERPOLATED,EjUxMSBTdHJhdHRvbiBDbCwgQWRhbXN0b3duLCBMdWNhbiwgQ28uIER1YmxpbiwgSXJlbGFuZCIwEi4KFAoSCSvtFHjJc2dIEVXPTV1KMR4MEAsqFAoSCc8wUJvJc2dIERZyJcdWlSaE,street_address,OK
6535,"UNIT NO 119 FOURTH FLOO, NORTHBANK, CASTLEFORBES ROAD,Dublin,Ireland","Castleforbes Rd, North Dock, Dublin, Ireland",53.3485888,-6.2319967,GEOMETRIC_CENTER,ChIJVdrhuPEOZ0gRqZGW3722JEI,route,OK
6536,"63 DONORE AVENE, SOUTH CIRCULAR ROAD, DUBLIN 8,Dublin,Ireland","63 Donore Ave, Saint Catherine's, Dublin, Ireland",53.3331466,-6.282501099999999,RANGE_INTERPOLATED,EjE2MyBEb25vcmUgQXZlLCBTYWludCBDYXRoZXJpbmUncywgRHVibGluLCBJcmVsYW5kIjASLgoUChIJA48I1BcMZ0gR-V15io_Nep0QPyoUChIJuw_MNRYMZ0gR8KTpBsasv84,street_address,OK
6537,"87 LORETO AVE, RATHFARNHAM, DUBLIN 14,Dublin,Ireland","87 Loreto Ave, Rathfarnham, Dublin 14, D14 F6X0, Ireland",53.2892397,-6.2738603,ROOFTOP,ChIJ-2JNXcILZ0gRcK9jk7aN7PM,street_address,OK
6538,"33 CARRIGWOOD, FIRHOUSE, DUBLIN 24,Dublin,Ireland","Oak Ridge, 33 Carrigwood, Tymon South, Dublin 24, D24 XWK3, Ireland",53.2798299,-6.3367944,ROOFTOP,ChIJ9z6DLxYLZ0gRrDMquD71i04,street_address,OK
6539,"49 DONNYBROOK MANOR, DONNYBROOK, DUBLIN 4,Dublin,Ireland","49 Donnybrook Manor, Dublin, Ireland",53.3206272,-6.238430999999999,ROOFTOP,ChIJEaPui7YOZ0gRcXUCeaytTis,premise,OK
6540,"58 GRACEFIELD AVENUE, ARTANE, DUBLIN 5,Dublin,Ireland","58 Gracefield Ave, Donaghmede, Dublin 5, D05 R928, Ireland",53.3812959,-6.1940823,ROOFTOP,ChIJ-a79ir8PZ0gRJ86PV6d9K-o,premise,OK
6541,"24 FARRENBOLEY PARK, WINDY ARBOUR, DUBLIN 14,Dublin,Ireland","24 Farrenboley Park, Windy Arbour, Dublin 14, D14 XK50, Ireland",53.3030073,-6.2471174,ROOFTOP,ChIJO_aYd1AJZ0gRQqV2zw7zlhc,premise,OK
6542,"UNIT NO. 28 2ND FLOOR, NORTHBANK, CASTLEFORBES ROAD,Dublin,Ireland","Castleforbes Rd, North Dock, Dublin, Ireland",53.3485888,-6.2319967,GEOMETRIC_CENTER,ChIJVdrhuPEOZ0gRqZGW3722JEI,route,OK
6543,"1A LINN DUBH, HAYSTOWN RD, RUSH,Dublin,Ireland","1A Linn Dubh, Rush, Co. Dublin, K56 KT63, Ireland",53.5238303,-6.108060099999999,ROOFTOP,ChIJ1XSqrD0ZZ0gRMbjWfUJKIpk,premise,OK
6544,"36 SHANOWEN HALL, SHANOWEN RD, SANTRY DUBLIN 9,Dublin,Ireland","Shanowen Rd, Whitehall, Dublin, Ireland",53.3891172,-6.2517901,GEOMETRIC_CENTER,ChIJ8y7oHxgOZ0gRVf65dCMIZoA,route,OK
6545,"5 OWENSTOWN LODGE, FOSTERS AVE, MOUNT MERRION,Dublin,Ireland","Apartment 6, Owenstown Lodge, Foster Ave, Mount Merrion, Blackrock, Co. Dublin, Ireland",53.2996602,-6.219203299999999,ROOFTOP,ChIJR9bndzsJZ0gRielv8TBBHGA,premise,OK
6546,"12 AUNGIER ST, DUBLIN 2, DUBLIN,Dublin,Ireland","12 Aungier St, Dublin, D02 CR90, Ireland",53.3405849,-6.2654159,ROOFTOP,ChIJj3Um6J0OZ0gR4O5PEMyRhiI,street_address,OK
6547,"15 DOOROGE WOODS, BALLYBOUGHAL, CO. DUBLIN,Dublin,Ireland","Dooroge, Ballyboughal, Co. Dublin, A41 KR66, Ireland",53.5167765,-6.265289399999999,GEOMETRIC_CENTER,ChIJw7g9iO8WZ0gRhiO67kg4tAI,"establishment,point_of_interest",OK
6548,"91 PARKGATE PLACE, PARKGATE ST, DUBLIN,Dublin,Ireland","Block D, Parkgate Business Centre, Parkgate St, Dublin 8, D08 YFF1, Ireland",53.3474734,-6.2945417,ROOFTOP,ChIJeQgK5ggNZ0gRuLYcAy78F5Y,"establishment,point_of_interest",OK
6549,"48 FITZWILLIAM POINT, FITZWILLIAM QUAY, RINGSEND DUBLIN 4,Dublin,Ireland","Fitzwilliam Point, Fitzwilliam Quay, Dublin 4, Ireland",53.3410885,-6.2271866,ROOFTOP,ChIJ9ywuxugOZ0gR3DwkgkiK-ME,subpremise,OK
6550,"101 NORTH RD, FINGLAS, DUBLIN,Dublin,Ireland","101 North Rd, Finglas North, Dublin 11, D11 VY6T, Ireland",53.3946457,-6.3039264,ROOFTOP,ChIJGYOxVPQNZ0gRKRHzZQHMz4U,premise,OK
6551,"19 MOUNT SYMON PARK, CLONSILLA, DUBLIN 15,Dublin,Ireland","19 Mount Symon Park, Clonsilla, Dublin, D15 WFW4, Ireland",53.3887539,-6.420521300000001,ROOFTOP,ChIJp94OnJ9yZ0gRHhk_HWVcvWY,street_address,OK
6552,"7 RICHMOND HALL, MOUNT ST ANNES, MILLTOWN DUBLIN 6,Dublin,Ireland","Apartment 23, Richmond Hall, Milltown Ave, Mount St Annes, Dublin 6, Ireland",53.3115056,-6.2492784,ROOFTOP,ChIJay_R-lIJZ0gRJhKUyuKm73I,premise,OK
6553,"Apartment 129 Neptune Block, Honeypark, Dun-Laoghaire,Dublin,Ireland","Dún Laoghaire, Dublin, Ireland",53.2943958,-6.133866599999999,APPROXIMATE,ChIJjxxH-94HZ0gR8Ckyl6nHAAo,"neighborhood,political",OK
6554,"104 ST MARGARETS RD, HAMPTON WOOD, DUBLIN,Dublin,Ireland","104 St Margaret's Rd, Dublin, Ireland",53.4059612,-6.2879391,RANGE_INTERPOLATED,EiUxMDQgU3QgTWFyZ2FyZXQncyBSZCwgRHVibGluLCBJcmVsYW5kIjASLgoUChIJOSSYnwMSZ0gRKB46Tw7NgJcQaCoUChIJnQa_PAESZ0gRyyDScC91G4Y,street_address,OK
6555,"145 ELM MOUNT AVE, BEAUMONT, DUBLIN 9,Dublin,Ireland","145 Elm Mount Ave, Beaumont, Dublin 9, D09 WP74, Ireland",53.3797199,-6.2243254,ROOFTOP,ChIJ1wuBd0oOZ0gRbK0mCRYGXKM,street_address,OK
6556,"22 OBLATE DR, INCHICORE, DUBLIN 8,Dublin,Ireland","22 Oblate Dr, Inchicore, Dublin 8, D08 RDK0, Ireland",53.3359736,-6.3290057,ROOFTOP,ChIJd0eDBvQMZ0gRm6ygBZFsUkg,street_address,OK
6557,"34 MELVIN RD, TERENURE, DUBLIN 6W,Dublin,Ireland","34 Melvin Rd, Terenure, Dublin 6W, Co. Dublin, D6W KX24, Ireland",53.31395509999999,-6.2892462,ROOFTOP,ChIJ98AxK3UMZ0gR5CXROg7aMp8,premise,OK
6558,"47 ST ALBANS PARK, BALLSBRIDGE, DUBLIN 4,Dublin,Ireland","Ballsbridge, Dublin, Ireland",53.3288697,-6.2305235,APPROXIMATE,ChIJBTR7B8EOZ0gRTO5yR09vGxw,"neighborhood,political",OK
6559,"8 SEABURY WOOD, MALAHIDE, DUBLIN,Dublin,Ireland","8 Seabury Wood, Yellow Walls, Malahide, Co. Dublin, K36 XY29, Ireland",53.45624919999999,-6.185626399999999,ROOFTOP,ChIJH7L-FoMQZ0gRxAXvzC4qsmE,street_address,OK
6560,"98 BRIARFIELD RD KILBARRACK, DUBLIN 5, DUBLIN,Dublin,Ireland","98 Briarfield Rd, Raheny - Foxfield, Dublin 5, D05 E029, Ireland",53.3853039,-6.1617044,ROOFTOP,ChIJe9ixrV8FZ0gRr9Og5Q4SgyA,street_address,OK
6561,"3 CASTLEGATE, OLIVER PLUNKETT RD, MONKSTOWN,Dublin,Ireland","Apartment 10, Castlegate, Oliver Plunkett Rd, Dún Laoghaire, Dublin, Ireland",53.2852988,-6.1529927,ROOFTOP,ChIJz8OaJ4UIZ0gRwu6BD2Yk8F4,premise,OK
